"","Identifiant.x","Lieu","Numéro.voie","Nom.voie","lon","lat","num_voie","Nom_df","Identifiant.y","Type.Objet","Modèle","Voie","Commune","Disponibilité","identifiant","type","payant","adresse.x","arrondissement","horaires_periode","horaires_lundi","horaires_mardi","horaires_mercredi","horaires_jeudi","horaires_vendredi","horaires_samedi","horaires_dimanche","adresse.y","nom_gerant","type_espace_vert","type_jardin_partage","domaine","proprietaire_terrain","statut_plu","amenagements","mail_1","internet_1","Icons","Couleur"
"2720",NA,"MAIRIE DU 16E",NA,NA,2.27668643991699,48.8639444646855,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MA16","Mairie d'arrondissement","Non","71 avenue HENRI MARTIN",75016,"","14h - 17h","14h - 17h","14h - 17h","14h - 17h","14h - 17h","14h - 17h","14h - 17h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2721",NA,"Eglise Notre-Dame de Bercy",NA,NA,2.38722245611188,48.836317395438,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC51","Lieux de culte","Non","10  PL LACHAMBEAUDIE",75012,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2722",NA,"Eglise de l'Hôpital du Val de Grace",NA,NA,2.34178846390218,48.8409099280543,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC53","Lieux de culte","Oui","1 Place Alphonse Laveran",75005,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2723",NA,"Ombière du jardin de la Dalle des Olympiades",NA,NA,2.36555964323912,48.824504611452,NA,"Equipements",NA,NA,NA,NA,NA,NA,"","Ombrière temporaire","Non","32 Rue du Javelot",75013,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2724",NA,"Brumisateur Parc de Belleville",NA,NA,2.38492447638188,48.8712325902016,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BR43","Brumisateur","Non","Parc de Belleville",75020,"Horaires d'ouvertures du parc","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2725",NA,"Muséee Grévin",NA,NA,2.34231886746322,48.8719307815934,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU28","Musée","Oui","10 Boulevard Montmartre",75009,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2726",NA,"Brumisateur Jardin Élisabeth Boselli",NA,NA,2.28510565451498,48.8335904583602,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BR38","Brumisateur","Non","34 boulevard Victor",75015,"Mise en service prochainement / Horaires d'ouvertures du parc","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2727",NA,"Brumisateur Jardin de l'Îlot Riquet",NA,NA,2.37366759259192,48.88990289261,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BR41","Brumisateur","Non","Jardin Îlot Riquet",75019,"Horaires d'ouvertures du parc","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2728",NA,"Brumisateur Square Leon",NA,NA,2.35337173324824,48.8860255250976,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BR58","Brumisateur","Non","20 RUE DES GARDES",75018,"Horaires d'ouvertures du parc","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2729",NA,"Chapelle du Coeur Eucharistique",NA,NA,2.40637732798233,48.8677122918132,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC109","Lieux de culte","Non","22  RUE LIEUTENANT CHAURE",75020,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2730",NA,"Eglise Saint-Eugène Sainte-Cecile",NA,NA,2.34717304446291,48.8733406611942,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC114","Lieux de culte","Non","4b RUE SAINTE-CECILE",75009,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2731",NA,"Brumisateur Chapelle Charbon",NA,NA,2.36484194631404,48.8962191177003,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BR44","Brumisateur","Non","Chapelle Charbon",75018,"Installation prévue mi-juillet / Horaires d'ouvertures du parc","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2732",NA,"Brumisateur Square Boucicaut",NA,NA,2.32568899478657,48.8514924183641,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BR4","Brumisateur","Non","1 rue de Babylone",75007,"Horaires d'ouvertures du parc","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2733",NA,"Eglise Saint-François-Xavier",NA,NA,2.31375683927036,48.8507988144185,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC144","Lieux de culte","","13 PL du PRESIDENT MITHOUARD",75007,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2734",NA,"Musée des Arts et Métiers",NA,NA,2.35542195992666,48.866519525831,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU77","Musée","Oui","60 RUE REAUMUR",75003,"","Fermé","10h – 18h","10h – 18h","10h – 18h","10h – 21h","10h – 18h","10h – 18h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2735",NA,"Brumisateur Square de la Salamandre",NA,NA,2.40612972985621,48.8579369369611,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BR65","Brumisateur","Non","16 SQUARE DE LA SALAMANDRE",75020,"Horaires d'ouvertures du parc","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2736",NA,"KIOSQUE A MUSIQUE SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT",NA,NA,2.34669593287401,48.8931986141138,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP83","Ombrière pérenne","Non","36 SQUARE DE CLIGNANCOURT",75018,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2737",NA,"PERGOLA JARDIN SERGE GAINSBOURG",NA,NA,2.40808293248651,48.8788829584452,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP99","Ombrière pérenne","Non","11 AVENUE DE LA PORTE DES LILAS",75019,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2738",NA,"Brumisateur Square Casque d'Or",NA,NA,2.40125421777501,48.8541934434786,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BR31","Brumisateur","Non","12 rue Michel de Bourges",75020,"Horaires d'ouvertures du parc","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2739",NA,"Bibliothèque Georges Brassens",NA,NA,2.32573057362863,48.8338138744175,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BI15","Bibliothèque","Non","38 RUE GASSENDI",75014,"à partir du 24/10/23","-","16h00 - 19h00","10h00 - 19h00","16h00 - 19h00","16h00 - 19h00","10h00 - 18h00","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2740",NA,"MAIRIE DU  7E",NA,NA,2.31990747252064,48.8569311215217,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MA7","Mairie d'arrondissement","Non","116 RUE DE GRENELLE",75007,"du 05/09/24 au 02/06/25","08h30 - 17h00","08h30 - 17h00","08h30 - 17h00","08h30 - 19h30","08h30 - 17h00","09h00 - 12h30","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2741",NA,"Musée d'Art Moderne de Paris",NA,NA,2.29802336225175,48.8642212277068,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU20","Musée","Non","11 Avenue du Président Wilson",75016,"du 01/01/20 au 01/01/32","-","10h00 - 18h00","10h00 - 18h00","10h00 - 18h00","10h00 - 18h00","10h00 - 18h00","10h00 - 18h00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2742",NA,"ABRI SQUARE ALEX BISCARRE",NA,NA,2.33674345783559,48.8785462810517,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP13","Ombrière pérenne","Non","31BIS RUE NOTRE DAME DE LORETTE",75009,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2743",NA,"Cité de la Musique",NA,NA,2.39394224359913,48.8898141771424,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU38","Musée","Oui","221 Avenue Jean Jaurès",75019,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2744",NA,"Centre Paris Anim' Marc Sangnier",NA,NA,2.31001879096066,48.8252222468011,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MA20","Mairie d'arrondissement","","20 AVENUE MARC SANGNIER",75014,"Pas d'horaires réguliers","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2745",NA,"Grande Galerie de l'Evolution",NA,NA,2.35618062950787,48.8421827631598,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU57","Musée","Oui","36 Rue Geoffroy-Saint-Hilaire",75005,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2746",NA,"Memorial de la Shoah",NA,NA,2.35610572676585,48.8548970358331,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU73","Musée","Non","17 Rue Geoffroy l'Asnier",75004,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2747",NA,"MAIRIE DU 19E",NA,NA,2.38191411171007,48.8828086507989,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MA19","Mairie d'arrondissement","Non","5 place ARMAND CARREL",75019,"","14h - 17h","14h - 17h","14h - 17h","14h - 17h","14h - 17h","14h - 17h","14h - 17h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2748",NA,"Eglise Notre-Dame des Buttes Chaumont",NA,NA,2.37852436415348,48.88400635461,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC131","Lieux de culte","Non","80  RUE MEAUX",75019,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2749",NA,"Musée de l'Homme",NA,NA,2.28766928376947,48.862073684268,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU15","Musée","Oui","17 Place du Trocadéro et du 11 Novembre",75016,"","11h - 19h","Fermé","11h - 19h","11h - 19h","11h - 19h","11h - 19h","11h - 19h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2750",NA,"Eglise Saint-Joseph des Carmes",NA,NA,2.33033161982441,48.8484565779519,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC61","Lieux de culte","Non","70  RUE VAUGIRARD",75006,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2751",NA,"Palais de Chaillot -  Musée de le Marine",NA,NA,2.28733481844205,48.861737678589,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU47","Musée","","1, place du Trocadéro",75016,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2752",NA,"Le CENTQUATRE - PARIS",NA,NA,2.37075633085057,48.8901213631985,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU75","Musée","Oui","5 rue Curial",75019,"Fermeture du 09 au 23 août inclus","Fermé","12h-19h","12h-19h","12h-19h","12h-19h","11h-19h","11h-19h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2753",NA,"Eglise Notre-Dame-du-Perpétuel Secours",NA,NA,2.38735570134144,48.8618132672012,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC145","Lieux de culte","Non","55 BOULEVARD DE MENILMONTANT",75011,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2754",NA,"KIOSQUE A MUSIQUE SQUARE NECKER",NA,NA,2.30652742430705,48.8395510302432,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP52","Ombrière pérenne","Non","1 RUE TESSIER",75015,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2755",NA,"KIOSQUE A MUSIQUE SQUARE PAUL ROBIN",NA,NA,2.36336613659477,48.8936324043935,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP80","Ombrière pérenne","Non","10 PLACE HEBERT",75018,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2756",NA,"ABRI SQUARE DE LA BUTTE DU CHAPEAU ROUGE",NA,NA,2.39877792856246,48.8818057693979,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP97","Ombrière pérenne","Non","11 BOULEVARD D ALGERIE",75019,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2757",NA,"ABRI PARC DE BELLEVILLE",NA,NA,2.38494447499428,48.8710078921414,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP105","Ombrière pérenne","Non","45 RUE DES COURONNES",75020,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2758",NA,"ABRI PARC DES BUTTES CHAUMONT",NA,NA,2.3807172333669,48.8787872241299,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP92","Ombrière pérenne","Non","7 RUE BOTZARIS",75019,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2759",NA,"ABRI PARC DE BELLEVILLE",NA,NA,2.38622365981497,48.8708145808049,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP104","Ombrière pérenne","Non","45 RUE DES COURONNES",75020,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2760",NA,"PERGOLA JARDIN YITZHAK RABIN",NA,NA,2.38178326881223,48.8357985873934,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP32","Ombrière pérenne","Non","16 RUE JOSEPH KESSEL",75012,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2761",NA,"Piscine René et André Mourlon",NA,NA,2.28480685787169,48.8487375055053,NA,"Equipements",NA,NA,NA,NA,NA,NA,"PI39","Piscine","Oui","19, rue Gaston de Caillavet",75015,"du 09/09/24 au 20/10/24","07h00 - 09h00 / 11h30 - 14h00","07h00 - 09h00 / 11h30 - 14h00 / 17h00 - 22h30","11h30 - 18h00","07h00 - 09h00 / 11h30 - 14h00","07h00 - 09h00 / 11h30 - 14h00","07h00 - 18h00","08h00 - 18h00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2762",NA,"ABRI JARDIN DU CHAMP DE MARS ET PELOUSES DE L'ECOLE MILITAIRE",NA,NA,2.30009341693852,48.8547067466289,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP06","Ombrière pérenne","Non","1 AVENUE ANATOLE FRANCE",75007,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2763",NA,"Piscine La Plaine",NA,NA,2.29359971623304,48.827687705495,NA,"Equipements",NA,NA,NA,NA,NA,NA,"PI31","Piscine","Oui","13, rue du Général Guillaumat",75015,"du 27/06/22 au 30/12/24","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2764",NA,"Basilique du Sacré-Coeur",NA,NA,2.34317238609472,48.886777731172,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC37","Lieux de culte","Non","35  RUE CHEVALIER DE LA BARRE",75018,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2765",NA,"Eglise Notre-Dame du Rosaire",NA,NA,2.30791339159085,48.8292711973102,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC81","Lieux de culte","Non","194  RUE RAYMOND LOSSERAND",75014,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2766",NA,"Bibliothèque Nationale de France François Mitterand",NA,NA,2.37581757386103,48.8336365294245,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BI6","Bibliothèque","Non","Quai François-Mauriac",75013,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2767",NA,"Eglise Saint-Antoine des Quinze-Vingts",NA,NA,2.37381868470802,48.8487814684739,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC93","Lieux de culte","Non","66  AV LEDRU-ROLLIN",75012,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2768",NA,"Maison de la Vie Associative et Citoyenne du 7e arrondissement",NA,NA,2.30729486973804,48.8594291553486,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MA22","","Non","4 RUE AMELIE",75007,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2769",NA,"Palais de Chaillot",NA,NA,2.28961825737529,48.8631450444596,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU17","Musée","Oui","1 place du Trocadéro et du 11 Novembre",75016,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2770",NA,"Grand Palais",NA,NA,2.3125526158436,48.8661665350558,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU24","Musée","Oui","3 Avenue du Général Eisenhower",75008,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2771",NA,"Eglise Notre-Dame du Travail",NA,NA,2.31705968073086,48.8359860820894,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC43","Lieux de culte","Non","59 Rue Vercingétorix",75014,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2772",NA,"Panthéon",NA,NA,2.34604424603284,48.8462121290036,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU64","Musée","Oui","Place du Panthéon",75005,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2773",NA,"Eglise Reformée Sainte-Marie",NA,NA,2.36622542261121,48.853310848732,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC68","Lieux de culte","Non","17  RUE SAINT-ANTOINE",75004,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2774",NA,"Eglise Saint-Louis Saint-Paul",NA,NA,2.36144249454193,48.8546193334318,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC69","Lieux de culte","Non","99b RUE SAINT-ANTOINE",75004,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2775",NA,"Eglise Saint-François d'assise",NA,NA,2.39154078590491,48.8803227537581,NA,"Equipements",NA,NA,NA,NA,NA,NA,"LC126","Lieux de culte","Non","5  RUE MOUZAIA",75019,"Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2776",NA,"Brumisateur Jardin de la rue du Chalet",NA,NA,2.37314559046457,48.8740879177462,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BR53","Brumisateur","Non","18, rue du Chalet",75010,"Horaires d'ouvertures du parc","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2777",NA,"Brumisateur Jardinière Musée des égouts",NA,NA,2.30245139415963,48.8619366538296,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BR56","Brumisateur","Non","11 RUE COGNACQ-JAY",75007,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2778",NA,"PERGOLA PARC ANDRE CITROEN",NA,NA,2.2741707414155,48.8417472496678,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP61","Ombrière pérenne","Non","2 RUE DE LA MONTAGNE DE LA FAGE",75015,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2779",NA,"HALLE JARDINS ROSA LUXEMBURG",NA,NA,2.36307653506606,48.8883266147473,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP89","Ombrière pérenne","Non","22 RUE PAJOL",75018,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2780",NA,"Brumisateur Square Juliette Dodu",NA,NA,2.3693561455509,48.8754904096043,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BR67","Brumisateur","Non","25 rue Juliette Dodu",75010,"Horaires d'ouverture du parc","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2781",NA,"Terrain de boules Jardin Villemin",NA,NA,2.36139026769342,48.8757601704646,NA,"Equipements",NA,NA,NA,NA,NA,NA,"TB16","Terrain de boules","Non","14 RUE DES RECOLLETS",75010,"Horaires d'ouveture du parc","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2782",NA,"PERGOLA PARC DE BERCY",NA,NA,2.38187172702381,48.8364456259257,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP27","Ombrière pérenne","Non","2 RUE JOSEPH KESSEL",75012,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2783",NA,"ABRI PARC KELLERMANN",NA,NA,2.35546036531867,48.8175758610412,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP36","Ombrière pérenne","Non","19 RUE DE LA POTERNE DES PEUPLIERS",75013,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2784",NA,"Piscine Alfred Nakache",NA,NA,2.3786770408518,48.8714830603152,NA,"Equipements",NA,NA,NA,NA,NA,NA,"PI7","Piscine","Oui","4-12 rue Dénoyez",75020,"du 09/09/24 au 15/09/24","07h00 - 11h30 / 13h30 - 16h30","07h00 - 18h00","07h00 - 08h30 / 12h00 - 18h00","07h00 - 08h30 / 11h30 - 22h00","10h00 - 13h30 / 16h30 - 18h00","07h00 - 18h00","08h00 - 18h00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2785",NA,"Piscine Didot",NA,NA,2.30975858045053,48.8248421760509,NA,"Equipements",NA,NA,NA,NA,NA,NA,"PI22","Piscine","Oui","22, avenue Georges Lafenestre",75014,"du 08/09/22 au 29/09/24","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2786",NA,"KIOSQUE A MUSIQUE SQUARE JULES FERRY",NA,NA,2.36815552761393,48.8676794601293,NA,"Equipements",NA,NA,NA,NA,NA,NA,"OMP17","Ombrière pérenne","Non","1 BOULEVARD JULES FERRY",75011,"Horaires d'ouverture de l'espace vert","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2787",NA,"Bain-douche Ney",NA,NA,2.33974571547603,48.898039829604,NA,"Equipements",NA,NA,NA,NA,NA,NA,"BD11","Bains-douches","Non","134, boulevard Ney",75018,"du 01/01/20 au 01/01/32","07h30 - 13h00","07h30 - 13h00","07h30 - 13h00","-","07h30 - 13h00","07h30 - 13h00","08h00 - 12h30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2788",NA,"Crypte archéologique de l'île de la Cité",NA,NA,2.34815546999832,48.8535985765004,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU78","Musée","Oui","PLACE JEAN-PAUL II",75004,"du 01/01/20 au 01/01/32","-","10h00 - 18h00","10h00 - 18h00","10h00 - 18h00","10h00 - 18h00","10h00 - 18h00","10h00 - 18h00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2789",NA,"Les Catacombes de Paris",NA,NA,2.3323997559941,48.8338363268407,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU42","Musée","Oui","1 Avenue du Colonel Henri Rol-Tanguy",75014,"du 01/01/20 au 01/01/32","-","09h45 - 20h30","09h45 - 20h30","09h45 - 20h30","09h45 - 20h30","09h45 - 20h30","09h45 - 20h30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2790",NA,"Musée Cernuschi",NA,NA,2.31248814636989,48.8795779154912,NA,"Equipements",NA,NA,NA,NA,NA,NA,"MU35","Musée","Oui","7 Avenue Velasquez",75008,"du 01/01/20 au 01/01/32","-","10h00 - 18h00","10h00 - 18h00","10h00 - 18h00","10h00 - 18h00","10h00 - 18h00","10h00 - 18h00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"building","orange"
"2791",NA,"Le ver têtu",NA,NA,2.37642225624939,48.8949073584909,NA,"ilots_espaces_verts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jardin Ver Têtu, 2 rue Bernard tétu","Régie de quartier du 19°","","CA","VP","DEVE","ZUG","cabane composteur","info@rqparis19.org","https://www.rqparis19.org/","tree","lightgreen"
"2792",NA,"Jardin partagé Rosiers Joseph Migneret",NA,NA,2.36009912361164,48.8568894182747,NA,"ilots_espaces_verts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 rue des Rosiers","Les Jardiniers du 4ème","CA","CA","VP","DEVE","PSMV","cabane","jardiniers4@gmail.com","","tree","lightgreen"
"2793",NA,"Jardin Saint Laurent",NA,NA,2.35853414785901,48.8744706546186,NA,"ilots_espaces_verts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119 rue du Faubourg St Martin","Emmaüs solidarité","CA","CA","VP","DEVE","ZUV","cabane","jardinsinsertion@emmaus.asso.fr","https://www.emmaus-solidarite.org/","tree","lightgreen"
